conference,franchise,franchise_name,player,prev_salary,prev_years,ext_years,week,player_id,player_name,player_team,player_pos,roster_status,player_headshot,player_birth_date,player_jersey,player_rookie_season,player_draft_year,player_draft_round,player_draft_round_pick,player_draft_pick,team_logo_espn,team_logo_wikipedia,team_logo_squared,team_wordmark,team_color,team_color2,contract,ext_marker,fifth_year_option,eligibility_note,fifth_year_option_available,fifth_year_option_ineligible,fifth_year_option_ineligible_reason,fifth_year_draft_qualified,fifth_year_original_rookie_contract,fifth_year_position_eligible,has_exercised_5yo,fifth_year_option_salary,fifth_year_tag_level,fifth_year_tsp_pos,fifth_year_tsp_rank,fifth_year_tsp_points,fifth_year_starts,fifth_year_draft_year,fifth_year_draft_round,fifth_year_draft_pick,fifth_year_draft_overall,rookie_contract_type,max_rookie_remaining_years,rookie_signed_less_than_max,ext_window,contract_tool,ext_cooldown_ineligible,next_eligible_ext_year,next_eligible_ext_type,robust_pr_count,pr_current_pos,pr_current_total,pr_current_avg,pr_current_final,pr_recent_pos,pr_recent_total,pr_recent_avg,pr_recent_final,pr_previous_pos,pr_previous_total,pr_previous_avg,pr_previous_final,pr_current_season_local,pr_current_pos_local,pr_current_total_local,pr_current_avg_local,pr_current_final_local,pr_current_gp_local,pr_current_robust_local,pr_recent_season_local,pr_recent_pos_local,pr_recent_total_local,pr_recent_avg_local,pr_recent_final_local,pr_recent_gp_local,pr_previous_season_local,pr_previous_pos_local,pr_previous_total_local,pr_previous_avg_local,pr_previous_final_local,pr_previous_gp_local,epv_current,epv_recent,epv_previous,eys,new_salary,new_years
NFC,NOS,New Orleans Saints,"Etienne, Travis NOS RB",7.32,1,3,0,15253,"Etienne, Travis",NOS,RB,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gc0iljgj34piecyfueyd",1999-01-26,3,2021,2021,1,25,25,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/NO.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/NO.png,#D3BC8D,#000000,2025 UFA,NA,NA,Likely EXT eligible,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.47,5YO-,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,NA,FALSE,NA,NA,4,NA,NA,NA,NA,RB,9,10,9,RB,45,43,43,NA,NA,NA,NA,NA,NA,NA,2025,RB,9,10,9,16,2024,RB,45,43,43,14,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Franklin-Myers, John TEN DT",1.1,1,3,0,13770,"Franklin-Myers, John",TEN,DT,Taxi,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uddpcfoopacmfjcovnvi",1996-09-26,91,2018,2018,4,35,135,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Tennessee_Titans_Logo_2026.svg/250px-Tennessee_Titans_Logo_2026.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/TEN.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/TEN.png,#4495D2,#D50A0A,2026 R/F,NA,NA,Likely EXT eligible,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.06,5YO-,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,NA,FALSE,NA,NA,7,NA,NA,NA,NA,DT,83,102,83,DT,34,46,34,NA,NA,NA,NA,NA,NA,NA,2025,DT,83,102,83,16,2024,DT,34,46,34,16,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Hall, Derick SEA DE",3.11,4,2,0,16235,"Hall, Derick",SEA,DE,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbzmlna8fujliinb6g33",2001-03-19,58,2023,2023,2,6,37,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/SEA.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/SEA.png,#002244,#69be28,2025 iEXT,NA,NA,Ineligible: 2+ current contract years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.57,5YO-,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,iEXT,FALSE,2026,iEXT,3,NA,NA,NA,NA,DE,88,98,88,DE,35,45,35,NA,NA,NA,NA,NA,NA,NA,2025,DE,88,98,88,13,2024,DE,35,45,35,16,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Hampton, Omarion LAC RB",9.05,3,3,0,17044,"Hampton, Omarion",LAC,RB,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ck7xcbwuka7wu2zwhssk",2003-03-16,8,2025,2025,1,22,22,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/LAC.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/LAC.png,#007BC7,#ffc20e,2025 1.02,NA,NA,Ineligible: 2+ current contract years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.47,5YO-,RB,NA,NA,NA,NA,NA,NA,NA,Drafted rookie,3,FALSE,iEXT,NA,FALSE,NA,NA,1,NA,NA,NA,NA,RB,34,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,RB,34,13,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Hendrickson, Trey BAL DE",6,2,3,0,13284,"Hendrickson, Trey",BAL,DE,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gfdlbzmukca60bgo3lr7",1994-12-05,91,2017,2017,3,39,103,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/BAL.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/BAL.png,#241773,#9E7C0C,2024 oEXT,NA,NA,Ineligible: 2+ current contract years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.57,5YO-,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,oEXT,FALSE,2025,oEXT,7,NA,NA,NA,NA,DE,11,16,11,DE,21,24,21,NA,NA,NA,NA,NA,NA,NA,2024,DE,11,16,11,16,2023,DE,21,24,21,16,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Hickman, Ronnie CLE S",1.1,1,3,0,16460,"Hickman, Ronnie",CLE,S,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ds24p7j86p9mwshsjvbu",2001-10-11,NA,2023,NA,NA,NA,NA,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/CLE.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/CLE.png,#FF3C00,#311D00,2025 R/F,NA,NA,Likely EXT eligible,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,7.4,5YO-,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,NA,FALSE,NA,NA,3,NA,NA,NA,NA,S,36,50,36,S,87,89,87,NA,NA,NA,NA,NA,NA,NA,2025,S,36,50,36,16,2024,S,87,89,87,13,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Higgins, Tee CIN WR",19.09,2,3,0,14835,"Higgins, Tee",CIN,WR,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/flr9f8oqigbyroeaubxb",1999-01-18,5,2020,2020,2,1,33,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/CIN.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/CIN.png,#FB4F14,#000000,2023 iEXT,NA,NA,Ineligible: 2+ current contract years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,29.7,5YO-,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,iEXT,FALSE,2024,iEXT,6,NA,NA,NA,NA,WR,14,13,13,WR,26,10,10,NA,NA,NA,NA,NA,NA,NA,2025,WR,14,13,13,14,2024,WR,26,10,10,11,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Hockenson, T.J. MIN TE",11,1,3,0,14138,"Hockenson, T.J.",MIN,TE,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rs8o65x0u0n9xzde0fd6",1997-07-03,87,2019,2019,1,8,8,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/MIN.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/MIN.png,#4F2683,#FFC62F,2026 mEXT,NA,NA,Ineligible: Signed 2026 mEXT; next eligible EXT is 2027 oEXT,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,9.78,5YO-,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,mEXT,TRUE,2027,oEXT,7,NA,NA,NA,NA,TE,29,30,29,TE,23,9,9,NA,NA,NA,NA,NA,NA,NA,2025,TE,29,30,29,15,2024,TE,23,9,9,9,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Jackson, Darrell NYJ DT",0.94,3,3,0,17611,"Jackson, Darrell",NYJ,DT,Taxi,https://a.espncdn.com/i/headshots/nfl/players/full/4612836.png,2003-04-28,NA,2026,NA,NA,NA,NA,https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/NYJ.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/NYJ.png,#003F2D,#000000,2026 UDFA,NA,NA,Ineligible: 2+ current contract years; no Robust PRs,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.06,5YO-,DT,NA,NA,NA,NA,NA,NA,NA,UDFA,3,FALSE,iEXT,NA,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Johnson, Kaleb PIT RB",3.41,3,3,0,17048,"Johnson, Kaleb",PIT,RB,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sblojderaku4qta1lj2b",2003-08-14,20,2025,2025,3,19,83,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/PIT.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/PIT.png,#000000,#FFB612,2025 1.11,NA,NA,Ineligible: 2+ current contract years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.47,5YO-,RB,NA,NA,NA,NA,NA,NA,NA,Drafted rookie,3,FALSE,iEXT,NA,FALSE,NA,NA,1,NA,NA,NA,NA,RB,162,155,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,RB,162,155,155,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Jones, Ernest SEA LB",3.75,2,3,0,15404,"Jones, Ernest",SEA,LB,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zn0pz6okty7vbj5ryryt",1999-11-22,13,2021,2021,3,39,103,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/SEA.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/SEA.png,#002244,#69be28,2023 iEXT,NA,NA,Ineligible: 2+ current contract years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,8.7,5YO-,LB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,iEXT,FALSE,2024,iEXT,5,NA,NA,NA,NA,LB,3,1,1,LB,22,28,22,NA,NA,NA,NA,NA,NA,NA,2025,LB,3,1,1,14,2024,LB,22,28,22,15,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Kinlaw, Javon WAS DT",2.09,3,3,0,14899,"Kinlaw, Javon",WAS,DT,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lxyzkmqmy5sgrjktwq80",1997-10-03,99,2020,2020,1,14,14,https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Washington_commanders.svg/100px-Washington_commanders.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/WAS.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/WAS.png,#5A1414,#FFB612,2026 oEXT,NA,NA,Ineligible: 2+ current contract years; Signed 2026 oEXT; next eligible EXT is 2027 oEXT,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.06,5YO-,DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,oEXT,TRUE,2027,oEXT,4,NA,NA,NA,NA,DT,50.5,76.5,50.5,DT,44,56,44,NA,NA,NA,NA,NA,NA,NA,2025,DT,50.5,76.5,50.5,16,2024,DT,44,56,44,16,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Kiser, Jack JAC LB",0.99,2,3,0,17173,"Kiser, Jack",JAC,LB,Taxi,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nkzzuhextfhildyebh5i",2000-09-10,54,2025,2025,4,5,107,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/JAX.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/JAX.png,#006778,#000000,2025 UDFA,NA,NA,Ineligible: 2+ current contract years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,8.7,5YO-,LB,NA,NA,NA,NA,NA,NA,NA,UDFA,2,FALSE,iEXT,NA,FALSE,NA,NA,1,NA,NA,NA,NA,LB,145,163,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,LB,145,163,145,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Kmet, Cole CHI TE",5.75,1,3,0,14867,"Kmet, Cole",CHI,TE,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ysnui8mzlu2fo70ub0yt",1999-03-10,85,2020,2020,2,11,43,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/CHI.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/CHI.png,#0B162A,#E64100,2025 B/R,NA,NA,Likely EXT eligible,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,9.78,5YO-,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,B/R,FALSE,2026,oEXT,6,NA,NA,NA,NA,TE,35,39,35,TE,14,18,14,NA,NA,NA,NA,NA,NA,NA,2025,TE,35,39,35,15,2024,TE,14,18,14,16,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Leonard, Riley IND QB",0.99,2,3,0,17035,"Leonard, Riley",IND,QB,Taxi,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vzdcrhp4p5kjmuhn7yay",2002-09-13,15,2025,2025,6,13,189,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/IND.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/IND.png,#002C5F,#a5acaf,2025 UDFA,NA,NA,Ineligible: 2+ current contract years; no Robust PRs,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,26.69,5YO-,QB,NA,NA,NA,NA,NA,NA,NA,UDFA,2,FALSE,iEXT,NA,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"London, Drake ATL WR",19.15,4,2,0,15751,"London, Drake",ATL,WR,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/np91pvk7mczra1iyjkmo",2001-07-24,5,2022,2022,1,8,8,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/ATL.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/ATL.png,#A71930,#000000,2025 iEXT,NA,NA,Ineligible: 2+ current contract years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,29.7,5YO-,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,iEXT,FALSE,2026,iEXT,4,NA,NA,NA,NA,WR,23,8,8,WR,14,26,14,NA,NA,NA,NA,NA,NA,NA,2025,WR,23,8,8,11,2024,WR,14,26,14,16,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Loop, Tyler BAL PK",0.99,2,3,0,17222,"Loop, Tyler",BAL,PK,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vp3vows5aq3sgnadgtjf",2001-08-04,33,2025,2025,6,10,186,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/BAL.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/BAL.png,#241773,#9E7C0C,2025 UDFA,NA,NA,Ineligible: 2+ current contract years,FALSE,FALSE,Rookie Contract Expired; PK and PN are 5YO ineligible,FALSE,FALSE,FALSE,FALSE,2.09,5YO-,PK,NA,NA,NA,NA,NA,NA,NA,UDFA,2,FALSE,iEXT,NA,FALSE,NA,NA,1,NA,NA,NA,NA,PK,20,28,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,PK,20,28,20,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Marks, Woody HOU RB",1.2,2,3,0,17053,"Marks, Woody",HOU,RB,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pwvxisrnjitkkghkfcn3",2000-12-29,4,2025,2025,4,14,116,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/HOU.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/HOU.png,#03202F,#A71930,2025 3.20,NA,NA,Ineligible: 2+ current contract years; rookie contract signed for less than maximum years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.47,5YO-,RB,NA,NA,NA,NA,NA,NA,NA,Drafted rookie,3,TRUE,iEXT,NA,FALSE,NA,NA,1,NA,NA,NA,NA,RB,29.5,35,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,RB,29.5,35,29.5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Maye, Drake NEP QB",4.04,2,3,0,16580,"Maye, Drake",NEP,QB,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oyap81gtzcvnfmripis1",2002-08-30,10,2024,2024,1,3,3,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/NE.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/NE.png,#002244,#C60C30,2024 1.08,NA,NA,Ineligible: 2+ current contract years,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,26.69,5YO-,QB,NA,NA,NA,NA,NA,NA,NA,Drafted rookie,2,FALSE,iEXT,NA,FALSE,NA,NA,2,NA,NA,NA,NA,QB,1,1,1,QB,24,27,24,NA,NA,NA,NA,NA,NA,NA,2025,QB,1,1,1,16,2024,QB,24,27,24,13,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"McClellan, Chris GBP DT",0.94,3,3,0,17600,"McClellan, Chris",GBP,DT,Taxi,https://a.espncdn.com/i/headshots/nfl/players/full/4820574.png,2003-10-17,55,2026,2026,3,13,77,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/GB.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/GB.png,#203731,#FFB612,2026 UDFA,NA,NA,Ineligible: 2+ current contract years; no Robust PRs,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.06,5YO-,DT,NA,NA,NA,NA,NA,NA,NA,UDFA,3,FALSE,iEXT,NA,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Miller, Von WAS DE",1.1,1,3,0,10267,"Miller, Von",WAS,DE,Taxi,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cqkgo6uw5ha7bjajkewf",1989-03-26,24,2011,2011,1,2,2,https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Washington_commanders.svg/100px-Washington_commanders.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/WAS.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/WAS.png,#5A1414,#FFB612,2026 R/F,NA,NA,Likely EXT eligible,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,15.57,5YO-,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,NA,FALSE,NA,NA,9,NA,NA,NA,NA,DE,79,100,79,DE,100,105,100,NA,NA,NA,NA,NA,NA,NA,2025,DE,79,100,79,16,2024,DE,100,105,100,13,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Murphy, Byron MIN CB",3.1,1,3,0,14180,"Murphy, Byron",MIN,CB,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/secfzfwznyhcgiow4rvq",1998-01-18,7,2019,2019,2,1,33,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/MIN.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/MIN.png,#4F2683,#FFC62F,2026 UFA,NA,NA,Likely EXT eligible,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,3.8,5YO-,CB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,NA,FALSE,NA,NA,7,NA,NA,NA,NA,CB,33,53,33,CB,2,4,2,NA,NA,NA,NA,NA,NA,NA,2025,CB,33,53,33,16,2024,CB,2,4,2,16,NA,NA,NA,NA,NA,NA
NFC,NOS,New Orleans Saints,"Newsome, Greg NYG CB",1.1,1,3,0,15375,"Newsome, Greg",NYG,CB,Active,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zyfy3onrys9i6ounvai8",2000-05-18,20,2021,2021,1,26,26,https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/100px-New_York_Giants_logo.svg.png,https://github.com/nflverse/nflverse-pbp/raw/master/squared_logos/NYG.png,https://github.com/nflverse/nflverse-pbp/raw/master/wordmarks/NYG.png,#0B2265,#A71930,2026 R/F,NA,NA,Likely EXT eligible,FALSE,FALSE,Rookie Contract Expired,FALSE,FALSE,TRUE,FALSE,3.8,5YO-,CB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,iEXT,NA,FALSE,NA,NA,5,NA,NA,NA,NA,CB,64,82,64,CB,113,125,113,NA,NA,NA,NA,NA,NA,NA,2025,CB,64,82,64,16,2024,CB,113,125,113,13,NA,NA,NA,NA,NA,NA
