player_id,robust_pr_count,pr_current_season,pr_current_pos,pr_current_total,pr_current_avg,pr_current_final,pr_current_gp,pr_current_robust,pr_recent_season,pr_recent_pos,pr_recent_total,pr_recent_avg,pr_recent_final,pr_recent_gp,pr_previous_season,pr_previous_pos,pr_previous_total,pr_previous_avg,pr_previous_final,pr_previous_gp
16303,NA,2026,DE,61.5,61.5,61.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15806,NA,2026,DE,61.5,61.5,61.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14171,NA,2026,DE,68,68,68,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16278,NA,2026,DE,68,68,68,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13294,NA,2026,DE,68,68,68,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16058,NA,2026,DE,68,68,68,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16712,NA,2026,DE,68,68,68,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17630,NA,2026,DE,68,68,68,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16749,NA,2026,DE,68,68,68,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16235,NA,2026,DE,72,72,72,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14877,NA,2026,DE,73,73,73,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17149,NA,2026,DE,74.5,74.5,74.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15857,NA,2026,DE,74.5,74.5,74.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15861,NA,2026,DE,82.5,82.5,82.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16734,NA,2026,DE,82.5,82.5,82.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14888,NA,2026,DE,82.5,82.5,82.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12234,NA,2026,DE,82.5,82.5,82.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14879,NA,2026,DE,82.5,82.5,82.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12221,NA,2026,DE,82.5,82.5,82.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16485,NA,2026,DE,82.5,82.5,82.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15809,NA,2026,DE,82.5,82.5,82.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14880,NA,2026,DE,82.5,82.5,82.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16894,NA,2026,DE,82.5,82.5,82.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17568,NA,2026,DE,82.5,82.5,82.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14254,NA,2026,DE,82.5,82.5,82.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16228,NA,2026,DE,82.5,82.5,82.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17397,NA,2026,DE,82.5,82.5,82.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16654,NA,2026,DE,90,90,90,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15386,NA,2026,DE,91,91,91,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17550,NA,2026,DE,98.5,98.5,98.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16322,NA,2026,DE,98.5,98.5,98.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15851,NA,2026,DE,98.5,98.5,98.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13284,NA,2026,DE,98.5,98.5,98.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17350,NA,2026,DE,98.5,98.5,98.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17287,NA,2026,DE,98.5,98.5,98.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17117,NA,2026,DE,98.5,98.5,98.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15481,NA,2026,DE,98.5,98.5,98.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16300,NA,2026,DE,98.5,98.5,98.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17554,NA,2026,DE,98.5,98.5,98.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17361,NA,2026,DE,98.5,98.5,98.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16652,NA,2026,DE,98.5,98.5,98.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11723,NA,2026,DE,98.5,98.5,98.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17180,NA,2026,DE,98.5,98.5,98.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16529,NA,2026,DE,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13802,NA,2026,DE,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14154,NA,2026,DE,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13685,NA,2026,DE,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17674,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17553,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14151,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17155,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15943,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15928,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16780,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14894,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16777,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16376,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15395,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16302,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16532,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17412,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16655,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15907,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15413,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16276,NA,2026,DE,118.5,118.5,118.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16305,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13201,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15356,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17355,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15878,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12217,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13198,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17351,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17120,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17597,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17552,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17695,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17633,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10267,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17587,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16869,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17588,NA,2026,DE,136,136,136,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17619,NA,2026,DE,145.5,145.5,145.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16226,NA,2026,DE,145.5,145.5,145.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17768,NA,2026,DE,147,147,147,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14153,NA,2026,DT,1,1,1,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17158,NA,2026,DT,2,2,2,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14158,NA,2026,DT,3,3,3,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17174,NA,2026,DT,4,4,4,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17121,NA,2026,DT,5,5,5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10266,NA,2026,DT,6,6,6,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15817,NA,2026,DT,7,7,7,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16233,NA,2026,DT,8,8,8,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16786,NA,2026,DT,10,10,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17570,NA,2026,DT,10,10,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15863,NA,2026,DT,10,10,10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16282,NA,2026,DT,12,12,12,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12225,NA,2026,DT,13,13,13,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17165,NA,2026,DT,15,15,15,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13798,NA,2026,DT,15,15,15,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12697,NA,2026,DT,15,15,15,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13839,NA,2026,DT,17.5,17.5,17.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16344,NA,2026,DT,17.5,17.5,17.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13317,NA,2026,DT,20.5,20.5,20.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17190,NA,2026,DT,20.5,20.5,20.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15393,NA,2026,DT,20.5,20.5,20.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14157,NA,2026,DT,20.5,20.5,20.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12688,NA,2026,DT,23,23,23,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15892,NA,2026,DT,25,25,25,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16767,NA,2026,DT,25,25,25,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16927,NA,2026,DT,25,25,25,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13208,NA,2026,DT,27,27,27,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15461,NA,2026,DT,29.5,29.5,29.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15898,NA,2026,DT,29.5,29.5,29.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15089,NA,2026,DT,29.5,29.5,29.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14163,NA,2026,DT,29.5,29.5,29.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16657,NA,2026,DT,33.5,33.5,33.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17196,NA,2026,DT,33.5,33.5,33.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12735,NA,2026,DT,33.5,33.5,33.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15819,NA,2026,DT,33.5,33.5,33.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13769,NA,2026,DT,36,36,36,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17195,NA,2026,DT,39,39,39,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16689,NA,2026,DT,39,39,39,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17603,NA,2026,DT,39,39,39,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13744,NA,2026,DT,39,39,39,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17555,NA,2026,DT,39,39,39,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16264,NA,2026,DT,43,43,43,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12741,NA,2026,DT,43,43,43,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16369,NA,2026,DT,43,43,43,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16662,NA,2026,DT,45,45,45,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14897,NA,2026,DT,49,49,49,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16713,NA,2026,DT,49,49,49,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17193,NA,2026,DT,49,49,49,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12305,NA,2026,DT,49,49,49,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14899,NA,2026,DT,49,49,49,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15446,NA,2026,DT,49,49,49,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13260,NA,2026,DT,49,49,49,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15390,NA,2026,DT,53,53,53,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16265,NA,2026,DT,58.5,58.5,58.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16663,NA,2026,DT,58.5,58.5,58.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13770,NA,2026,DT,58.5,58.5,58.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17672,NA,2026,DT,58.5,58.5,58.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16513,NA,2026,DT,58.5,58.5,58.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14161,NA,2026,DT,58.5,58.5,58.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15877,NA,2026,DT,58.5,58.5,58.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14971,NA,2026,DT,58.5,58.5,58.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17177,NA,2026,DT,58.5,58.5,58.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17146,NA,2026,DT,58.5,58.5,58.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12739,NA,2026,DT,65,65,65,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14951,NA,2026,DT,65,65,65,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15391,NA,2026,DT,65,65,65,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16291,NA,2026,DT,68,68,68,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14930,NA,2026,DT,68,68,68,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13694,NA,2026,DT,68,68,68,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12758,NA,2026,DT,70,70,70,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12218,NA,2026,DT,76.5,76.5,76.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15357,NA,2026,DT,76.5,76.5,76.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17261,NA,2026,DT,76.5,76.5,76.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16694,NA,2026,DT,76.5,76.5,76.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14237,NA,2026,DT,76.5,76.5,76.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17137,NA,2026,DT,76.5,76.5,76.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13810,NA,2026,DT,76.5,76.5,76.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12802,NA,2026,DT,76.5,76.5,76.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17224,NA,2026,DT,76.5,76.5,76.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15173,NA,2026,DT,76.5,76.5,76.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15358,NA,2026,DT,76.5,76.5,76.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16294,NA,2026,DT,76.5,76.5,76.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13298,NA,2026,DT,83,83,83,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16324,NA,2026,DT,87.5,87.5,87.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15412,NA,2026,DT,87.5,87.5,87.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9051,NA,2026,DT,87.5,87.5,87.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16520,NA,2026,DT,87.5,87.5,87.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14934,NA,2026,DT,87.5,87.5,87.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13693,NA,2026,DT,87.5,87.5,87.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16697,NA,2026,DT,87.5,87.5,87.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17767,NA,2026,DT,87.5,87.5,87.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12764,NA,2026,DT,93.5,93.5,93.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13723,NA,2026,DT,93.5,93.5,93.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12698,NA,2026,DT,93.5,93.5,93.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17330,NA,2026,DT,93.5,93.5,93.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13448,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14155,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12754,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14901,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17769,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17199,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17611,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13332,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16254,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16787,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14159,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17136,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12361,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17389,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12782,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16691,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17236,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17602,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16660,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16693,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15492,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14675,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13692,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16273,NA,2026,DT,107.5,107.5,107.5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17154,NA,2026,DT,128,128,128,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17579,NA,2026,DT,128,128,128,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17632,NA,2026,DT,128,128,128,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16794,NA,2026,DT,128,128,128,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17191,NA,2026,DT,128,128,128,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13933,NA,2026,DT,128,128,128,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16661,NA,2026,DT,128,128,128,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15812,NA,2026,DT,128,128,128,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17613,NA,2026,DT,128,128,128,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13683,NA,2026,DT,128,128,128,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
