refreshed_at,season,week,status,scores_path,starters_path
2026-09-24 17:22:45 UTC,2026,2,official,cache/raw_league_data/ff_playerscores_ADL26_2026_W1-2_raw.rds,cache/raw_league_data/ff_starters_ADL26_2026_W1-2_raw.rds
