season,week,conference,player_id,roster_status
2026,1,AFC,15845,Active
2026,1,AFC,15846,Active
2026,1,AFC,15850,Active
2026,1,AFC,15853,Active
2026,1,AFC,15856,Active
2026,1,AFC,15860,Active
2026,1,AFC,15861,Active
2026,1,AFC,15863,Active
2026,1,AFC,15864,INJURED_RESERVE
2026,1,AFC,15868,Active
2026,1,AFC,15869,Active
2026,1,AFC,15871,INJURED_RESERVE
2026,1,AFC,15872,INJURED_RESERVE
2026,1,AFC,15873,Active
2026,1,AFC,15875,Active
2026,1,AFC,15877,Active
2026,1,AFC,15881,Active
2026,1,AFC,15892,Active
2026,1,AFC,15894,Active
2026,1,AFC,15904,Active
2026,1,AFC,15911,Active
2026,1,AFC,15913,Active
2026,1,AFC,15921,Active
2026,1,AFC,15923,Active
2026,1,AFC,15972,Active
2026,1,AFC,15979,Active
2026,1,AFC,15989,Active
2026,1,AFC,16010,Active
2026,1,AFC,16012,Active
2026,1,AFC,16013,Active
2026,1,AFC,16018,Active
2026,1,AFC,16080,Active
2026,1,AFC,16145,Active
2026,1,AFC,16148,Active
2026,1,AFC,16149,Active
2026,1,AFC,16150,Active
2026,1,AFC,16152,Active
2026,1,AFC,16161,Active
2026,1,AFC,16162,Active
2026,1,AFC,16164,Active
2026,1,AFC,16165,Active
2026,1,AFC,16166,Active
2026,1,AFC,16167,Active
2026,1,AFC,16169,INJURED_RESERVE
2026,1,AFC,16171,Active
2026,1,AFC,16174,Active
2026,1,AFC,16178,Active
2026,1,AFC,16181,Active
2026,1,AFC,16184,Active
2026,1,AFC,16185,Active
2026,1,AFC,16186,Active
2026,1,AFC,16187,Active
2026,1,AFC,16188,Active
2026,1,AFC,16189,Active
2026,1,AFC,16190,Active
2026,1,AFC,16191,Active
2026,1,AFC,16192,Active
2026,1,AFC,16193,Active
2026,1,AFC,16194,Active
2026,1,AFC,16195,Active
2026,1,AFC,16201,Active
2026,1,AFC,16204,Active
2026,1,AFC,16206,Active
2026,1,AFC,16207,Active
2026,1,AFC,16211,Active
2026,1,AFC,16213,Active
2026,1,AFC,16214,Active
2026,1,AFC,16215,INJURED_RESERVE
2026,1,AFC,16222,Active
2026,1,AFC,16223,Active
2026,1,AFC,16224,Active
2026,1,AFC,16226,Active
2026,1,AFC,16228,Active
2026,1,AFC,16230,Active
2026,1,AFC,16233,Active
2026,1,AFC,16234,Active
2026,1,AFC,16236,Active
2026,1,AFC,16239,Active
2026,1,AFC,16241,Active
2026,1,AFC,16244,INJURED_RESERVE
2026,1,AFC,16245,Active
2026,1,AFC,16246,Active
2026,1,AFC,16251,Active
2026,1,AFC,16252,Active
2026,1,AFC,16253,Active
2026,1,AFC,16254,Active
2026,1,AFC,16255,Active
2026,1,AFC,16256,INJURED_RESERVE
2026,1,AFC,16264,Active
2026,1,AFC,16265,Active
2026,1,AFC,16266,Active
2026,1,AFC,16267,Active
2026,1,AFC,16268,Active
2026,1,AFC,16269,Active
2026,1,AFC,16274,Active
2026,1,AFC,16276,Active
2026,1,AFC,16278,Active
2026,1,AFC,16279,Active
2026,1,AFC,16280,Active
2026,1,AFC,16281,Active
2026,1,AFC,16282,Active
2026,1,AFC,16283,Active
2026,1,AFC,16284,Active
2026,1,AFC,16287,Active
2026,1,AFC,16294,Active
2026,1,AFC,16295,Active
2026,1,AFC,16296,Active
2026,1,AFC,16298,Active
2026,1,AFC,16300,Active
2026,1,AFC,16303,Active
2026,1,AFC,16314,Active
2026,1,AFC,16333,Active
2026,1,AFC,16346,Active
2026,1,AFC,16351,Active
2026,1,AFC,16369,Active
2026,1,AFC,16383,Active
2026,1,AFC,16414,Active
2026,1,AFC,16450,Active
2026,1,AFC,16455,Active
2026,1,AFC,16460,Active
2026,1,AFC,16572,Active
2026,1,AFC,16579,Active
2026,1,AFC,16580,Active
2026,1,AFC,16581,Active
2026,1,AFC,16582,Active
2026,1,AFC,16583,Active
2026,1,AFC,16584,Active
2026,1,AFC,16593,Active
2026,1,AFC,16596,Active
2026,1,AFC,16597,Active
2026,1,AFC,16598,Active
2026,1,AFC,16603,Active
2026,1,AFC,16604,Active
2026,1,AFC,16608,Active
2026,1,AFC,16610,Active
2026,1,AFC,16614,Active
2026,1,AFC,16615,Active
2026,1,AFC,16616,Active
2026,1,AFC,16617,Active
2026,1,AFC,16618,Active
2026,1,AFC,16619,Active
2026,1,AFC,16620,Active
2026,1,AFC,16622,INJURED_RESERVE
2026,1,AFC,16626,Active
2026,1,AFC,16627,Active
2026,1,AFC,16628,Active
2026,1,AFC,16629,Active
2026,1,AFC,16635,Active
2026,1,AFC,16639,Active
2026,1,AFC,16641,Active
2026,1,AFC,16644,Active
2026,1,AFC,16649,Active
2026,1,AFC,16650,Active
2026,1,AFC,16651,Active
2026,1,AFC,16652,Active
2026,1,AFC,16653,Active
2026,1,AFC,16654,Active
2026,1,AFC,16655,Active
2026,1,AFC,16657,Active
2026,1,AFC,16660,Active
2026,1,AFC,16662,Active
2026,1,AFC,16663,Active
2026,1,AFC,16667,Active
2026,1,AFC,16670,Active
2026,1,AFC,16671,Taxi
2026,1,AFC,16672,Active
2026,1,AFC,16673,Active
2026,1,AFC,16675,Active
2026,1,AFC,16676,Active
2026,1,AFC,16677,Active
2026,1,AFC,16679,Active
2026,1,AFC,16680,Active
2026,1,AFC,16681,Active
2026,1,AFC,16684,Active
2026,1,AFC,16688,INJURED_RESERVE
2026,1,AFC,16689,Active
2026,1,AFC,16690,Active
2026,1,AFC,16692,INJURED_RESERVE
2026,1,AFC,16693,Active
2026,1,AFC,16694,Active
2026,1,AFC,16696,Active
2026,1,AFC,16697,Active
2026,1,AFC,16698,Active
2026,1,AFC,16700,Active
2026,1,AFC,16702,Active
2026,1,AFC,16703,Active
2026,1,AFC,16704,Active
2026,1,AFC,16705,Active
2026,1,AFC,16707,INJURED_RESERVE
2026,1,AFC,16708,Active
2026,1,AFC,16711,Active
2026,1,AFC,16712,Active
2026,1,AFC,16716,Active
2026,1,AFC,16717,Active
2026,1,AFC,16719,Active
2026,1,AFC,16723,Active
2026,1,AFC,16729,Active
2026,1,AFC,16733,INJURED_RESERVE
2026,1,AFC,16734,Active
2026,1,AFC,16747,Active
2026,1,AFC,16752,Active
2026,1,AFC,16778,Active
2026,1,AFC,16786,Active
2026,1,AFC,16787,Active
2026,1,AFC,16788,Active
2026,1,AFC,16794,Active
2026,1,AFC,16799,Active
2026,1,AFC,16809,Active
2026,1,AFC,16846,Active
2026,1,AFC,16887,Active
2026,1,AFC,16896,Active
2026,1,AFC,16927,Active
2026,1,AFC,17030,Active
2026,1,AFC,17031,Active
2026,1,AFC,17032,Active
2026,1,AFC,17037,INJURED_RESERVE
2026,1,AFC,17039,Active
2026,1,AFC,17042,Active
2026,1,AFC,17043,Active
2026,1,AFC,17044,Active
2026,1,AFC,17045,Active
2026,1,AFC,17047,Active
2026,1,AFC,17048,Active
2026,1,AFC,17051,Active
2026,1,AFC,17052,Active
2026,1,AFC,17053,Active
2026,1,AFC,17055,Active
2026,1,AFC,17056,INJURED_RESERVE
2026,1,AFC,17059,Active
2026,1,AFC,17066,Active
2026,1,AFC,17068,Active
2026,1,AFC,17070,Active
2026,1,AFC,17071,Active
2026,1,AFC,17072,Active
2026,1,AFC,17073,Active
2026,1,AFC,17074,Active
2026,1,AFC,17075,Active
2026,1,AFC,17076,Active
2026,1,AFC,17078,Active
2026,1,AFC,17079,Active
2026,1,AFC,17080,Active
2026,1,AFC,17081,Active
2026,1,AFC,17082,Active
2026,1,AFC,17083,INJURED_RESERVE
2026,1,AFC,17086,Active
2026,1,AFC,17087,INJURED_RESERVE
2026,1,AFC,17096,INJURED_RESERVE
2026,1,AFC,17098,Active
2026,1,AFC,17099,Active
2026,1,AFC,17102,Active
2026,1,AFC,17103,Active
2026,1,AFC,17104,Active
2026,1,AFC,17105,Active
2026,1,AFC,17106,Active
2026,1,AFC,17107,Active
2026,1,AFC,17108,Active
2026,1,AFC,17112,Active
2026,1,AFC,17113,INJURED_RESERVE
2026,1,AFC,17114,Active
2026,1,AFC,17115,Taxi
