season,week,checked_at,alert_type,severity,conference,franchise,franchise_name,rule,observed,details
2026,,2026-08-16 11:33:53 UTC,Roster Cap Violation,violation,NFC,DET,Detroit Lions,Maximum 75 players on Active Roster + Taxi Squad,76 active/taxi players,1 above maximum
