season,week,checked_at,alert_type,severity,conference,franchise,franchise_name,rule,observed,details
2026,,2026-08-06 13:03:18 UTC,Roster Cap Violation,violation,AFC,NEP,New England Patriots,Maximum 75 players on Active Roster + Taxi Squad,76 active/taxi players,1 above maximum
