salary_source,position,rank,player,conference,salary
Jul1 Sal,LB,10.0,"Smith, Roquan BAL LB",NFC,9.9
Jul1 Sal,LB,11.0,"Franklin, Zaire GBP LB",AFC,9.41
Jul1 Sal,LB,12.0,"Queen, Patrick PIT LB",NFC,8.72
Jul1 Sal,LB,13.0,"Oluokun, Foyesade JAC LB",AFC,8.5
Jul1 Sal,LB,14.0,"Lloyd, Devin CAR LB",AFC,8.2
Jul1 Sal,LB,15.0,"Okereke, Bobby FA LB",AFC,8.02
Jul1 Sal,LB,16.0,"Lloyd, Devin CAR LB",NFC,8.01
Jul1 Sal,LB,17.0,"Warner, Fred SFO LB",AFC,7.92
Jul1 Sal,LB,18.0,"Dean, Nakobe LVR LB",AFC,7.69
Jul1 Sal,LB,19.0,"Brooks, Jordyn MIA LB",NFC,7.66
Jul1 Sal,LB,20.0,"Overshown, DeMarvion DAL LB",AFC,7.51
Jul1 Sal,LB,21.0,"Cashman, Blake MIN LB",NFC,7.5
Jul1 Sal,LB,22.0,"Bolton, Nick KCC LB",NFC,7.43
Jul1 Sal,LB,23.0,"Jones, Ernest SEA LB",AFC,7.43
Jul1 Sal,LB,24.0,"Wilson, Mack ARI LB",AFC,7.0
Jul1 Sal,LB,25.0,"Cashman, Blake MIN LB",AFC,6.7
Jul1 Sal,LB,26.0,"Owusu-Koramoah, Jeremiah CLE LB",NFC,6.55
Jul1 Sal,LB,27.0,"Okereke, Bobby FA LB",NFC,6.48
Jul1 Sal,LB,28.0,"Baun, Zack PHI LB",AFC,6.39
Jul1 Sal,LB,29.0,"Greenlaw, Dre SFO LB",NFC,6.06
Jul1 Sal,LB,30.0,"Baun, Zack PHI LB",NFC,6.0
Jul1 Sal,LB,31.0,"Sherwood, Jamien NYJ LB",AFC,5.88
Jul1 Sal,LB,32.0,"Elliss, Kaden NOS LB",AFC,5.85
Jul1 Sal,LB,33.0,"Sherwood, Jamien NYJ LB",NFC,5.77
Jul1 Sal,LB,34.0,"Wilson, Eric MIN LB",NFC,5.77
Jul1 Sal,LB,35.0,"Williams, Quincy CLE LB",NFC,5.75
Jul1 Sal,LB,36.0,"Walker, Quay LVR LB",NFC,5.7
Jul1 Sal,LB,37.0,"Luvu, Frankie WAS LB",NFC,5.64
Jul1 Sal,LB,38.0,"Walker, Quay LVR LB",AFC,5.52
Jul1 Sal,LB,39.0,"Greenlaw, Dre SFO LB",AFC,5.47
Jul1 Sal,LB,40.0,"Overshown, DeMarvion DAL LB",NFC,5.17
Jul1 Sal,LB,41.0,"Bernard, Terrel BUF LB",AFC,5.15
Jul1 Sal,LB,42.0,"Queen, Patrick PIT LB",AFC,5.1
Jul1 Sal,LB,43.0,"Dodson, Tyrel MIA LB",NFC,5.0
Jul1 Sal,LB,44.0,"Barton, Cody TEN LB",NFC,4.95
Jul1 Sal,LB,45.0,"Williams, Quincy CLE LB",AFC,4.94
Jul1 Sal,LB,46.0,"Wagner, Bobby FA LB",NFC,4.81
Jul1 Sal,LB,47.0,"Dean, Nakobe LVR LB",NFC,4.75
Jul1 Sal,LB,48.0,"Styles, Sonny WAS LB",AFC,4.52
Jul1 Sal,LB,49.0,"Al-Shaair, Azeez HOU LB",AFC,4.44
Jul1 Sal,LB,50.0,"Wagner, Bobby FA LB",AFC,4.3
Jul1 Sal,LB,51.0,"Dennis, SirVocea TBB LB",NFC,4.1
Jul1 Sal,LB,52.0,"Rozeboom, Christian TBB LB",AFC,4.07
Jul1 Sal,LB,53.0,"Jones, Ernest SEA LB",NFC,3.75
Jul1 Sal,LB,54.0,"Bernard, Terrel BUF LB",NFC,3.7
Jul1 Sal,LB,55.0,"Henley, Daiyan LAC LB",NFC,3.7
Jul1 Sal,LB,56.0,"Henley, Daiyan LAC LB",AFC,3.7
Jul1 Sal,LB,57.0,"Edmunds, Tremaine NYG LB",NFC,3.4
Jul1 Sal,LB,58.0,"Elliss, Kaden NOS LB",NFC,3.39
Jul1 Sal,LB,59.0,"Davis, Demario NYJ LB",NFC,3.38
Jul1 Sal,LB,60.0,"Reese, Arvell NYG LB",AFC,3.28
Jul1 Sal,LB,61.0,"Styles, Sonny WAS LB",NFC,3.28
Jul1 Sal,LB,62.0,"Landman, Nate LAR LB",AFC,3.27
Jul1 Sal,LB,63.0,"Spillane, Robert NEP LB",NFC,3.24
Jul1 Sal,LB,64.0,"Davis, Demario NYJ LB",AFC,3.23
Jul1 Sal,LB,65.0,"Campbell, Jack DET LB",AFC,3.1
Jul1 Sal,LB,66.0,"Edmunds, Tremaine NYG LB",AFC,3.07
Jul1 Sal,LB,67.0,"Singleton, Alex DEN LB",AFC,3.0
Jul1 Sal,LB,68.0,"Campbell, Jack DET LB",NFC,2.93
Jul1 Sal,LB,69.0,"Reese, Arvell NYG LB",NFC,2.76
Jul1 Sal,LB,70.0,"Edwards, T.J. CHI LB",NFC,2.7
Jul1 Sal,LB,71.0,"Al-Shaair, Azeez HOU LB",NFC,2.61
Jul1 Sal,LB,72.0,"Rodriguez, Jacob MIA LB",AFC,2.5
Jul1 Sal,LB,73.0,"Dodson, Tyrel MIA LB",AFC,2.3
Jul1 Sal,LB,74.0,"Allen, CJ IND LB",NFC,2.29
Jul1 Sal,LB,75.0,"Anzalone, Alex TBB LB",AFC,2.1
Jul1 Sal,LB,76.0,"Barton, Cody TEN LB",AFC,2.1
Jul1 Sal,LB,77.0,"Bethune, Tatum SFO LB",NFC,2.1
Jul1 Sal,LB,78.0,"Campbell, Jihaad PHI LB",NFC,2.1
Jul1 Sal,LB,79.0,"Chenal, Leo WAS LB",NFC,2.1
Jul1 Sal,LB,80.0,"Chenal, Leo WAS LB",AFC,2.1
Jul1 Sal,LB,81.0,"Knight, Tyrice SEA LB",NFC,2.1
Jul1 Sal,LB,82.0,"Thomas, Drake SEA LB",NFC,2.1
Jul1 Sal,LB,83.0,"Tranquill, Drue KCC LB",NFC,2.1
Jul1 Sal,LB,84.0,"Speights, Omar LAR LB",NFC,2.06
Jul1 Sal,LB,85.0,"Colson, Junior LAC LB",AFC,2.05
Jul1 Sal,LB,86.0,"Rodriguez, Jacob MIA LB",NFC,2.05
Jul1 Sal,LB,87.0,"Werner, Pete NOS LB",AFC,2.05
Jul1 Sal,LB,88.0,"Campbell, Jihaad PHI LB",AFC,2.04
Jul1 Sal,LB,89.0,"Schwesinger, Carson CLE LB",NFC,2.04
Jul1 Sal,LB,90.0,"Owusu-Koramoah, Jeremiah CLE LB",AFC,2.01
Jul1 Sal,LB,91.0,"Pratt, Germaine FA LB",AFC,2.01
Jul1 Sal,LB,92.0,"Wilson, Eric MIN LB",AFC,2.01
Jul1 Sal,LB,93.0,"Anzalone, Alex TBB LB",NFC,2.0
Jul1 Sal,LB,94.0,"Barnes, Derrick DET LB",NFC,2.0
Jul1 Sal,LB,95.0,"Davis-Gaither, Akeem IND LB",AFC,2.0
Jul1 Sal,LB,96.0,"Deablo, Divine ATL LB",NFC,2.0
Jul1 Sal,LB,97.0,"Deablo, Divine ATL LB",AFC,2.0
Jul1 Sal,LB,98.0,"McFadden, Micah NYG LB",NFC,2.0
Jul1 Sal,LB,99.0,"Miller, Ventrell JAC LB",AFC,2.0
Jul1 Sal,LB,100.0,"Singleton, Alex DEN LB",NFC,2.0
Jul1 Sal,LB,101.0,"Spillane, Robert NEP LB",AFC,2.0
Jul1 Sal,LB,102.0,"To'oTo'o, Henry HOU LB",NFC,2.0
Jul1 Sal,LB,103.0,"Werner, Pete NOS LB",NFC,2.0
Jul1 Sal,LB,104.0,"Allen, CJ IND LB",AFC,1.98
Jul1 Sal,LB,105.0,"Colson, Junior LAC LB",NFC,1.93
Jul1 Sal,LB,106.0,"Trotter, Josiah TBB LB",AFC,1.92
Jul1 Sal,LB,107.0,"Cooper, Edgerrin GBP LB",AFC,1.86
Jul1 Sal,LB,108.0,"Hill Jr., Anthony TEN LB",AFC,1.86
Jul1 Sal,LB,109.0,"Sanders, Drew DEN LB",AFC,1.84
Jul1 Sal,LB,110.0,"Schwesinger, Carson CLE LB",AFC,1.8
Jul1 Sal,LB,111.0,"Trotter, Josiah TBB LB",NFC,1.71
Jul1 Sal,LB,112.0,"Luvu, Frankie WAS LB",AFC,1.7
Jul1 Sal,LB,113.0,"Hill Jr., Anthony TEN LB",NFC,1.63
Jul1 Sal,LB,114.0,"Cooper, Edgerrin GBP LB",NFC,1.58
Jul1 Sal,LB,115.0,"Golday, Jake MIN LB",NFC,1.52
Jul1 Sal,LB,116.0,"Simpson, Trenton BAL LB",NFC,1.41
Jul1 Sal,LB,117.0,"Golday, Jake MIN LB",AFC,1.39
Jul1 Sal,LB,118.0,"Knight, Demetrius CIN LB",AFC,1.32
Jul1 Sal,LB,119.0,"Knight, Demetrius CIN LB",NFC,1.3
Jul1 Sal,LB,120.0,"Stutsman, Danny NOS LB",AFC,1.3
Jul1 Sal,LB,121.0,"Wilson, Payton PIT LB",AFC,1.29
Jul1 Sal,LB,122.0,"Wilson, Payton PIT LB",NFC,1.24
Jul1 Sal,LB,123.0,"Wallace, Trevin CAR LB",NFC,1.2
Jul1 Sal,LB,124.0,"Wallace, Trevin CAR LB",AFC,1.2
Jul1 Sal,LB,125.0,"Gray, Cedric TEN LB",NFC,1.19
Jul1 Sal,LB,126.0,"Gray, Cedric TEN LB",AFC,1.17
Jul1 Sal,LB,127.0,"Williams, Dorian BUF LB",AFC,1.17
Jul1 Sal,LB,128.0,"Martin, Nick SFO LB",NFC,1.16
Jul1 Sal,LB,129.0,"To'oTo'o, Henry HOU LB",AFC,1.14
Jul1 Sal,LB,130.0,"Bertrand, JD ATL LB",AFC,1.13
Jul1 Sal,LB,131.0,"Barnes, Derrick DET LB",AFC,1.1
Jul1 Sal,LB,132.0,"Bethune, Tatum SFO LB",AFC,1.1
Jul1 Sal,LB,133.0,"Carlies, Jaylon IND LB",NFC,1.1
Jul1 Sal,LB,134.0,"David, Lavonte FA LB",AFC,1.1
Jul1 Sal,LB,135.0,"Davis-Gaither, Akeem IND LB",NFC,1.1
Jul1 Sal,LB,136.0,"Dennis, SirVocea TBB LB",AFC,1.1
Jul1 Sal,LB,137.0,"Diabate, Mohamoud TEN LB",NFC,1.1
Jul1 Sal,LB,138.0,"Dolac, Shaun LAR LB",NFC,1.1
Jul1 Sal,LB,139.0,"Dye, Troy LAC LB",AFC,1.1
Jul1 Sal,LB,140.0,"Elliss, Christian NEP LB",NFC,1.1
Jul1 Sal,LB,141.0,"Elliss, Christian NEP LB",AFC,1.1
Jul1 Sal,LB,142.0,"Gibbens, Jack ARI LB",NFC,1.1
Jul1 Sal,LB,143.0,"Harris, Christian ATL LB",NFC,1.1
Jul1 Sal,LB,144.0,"Harris, Christian ATL LB",AFC,1.1
Jul1 Sal,LB,145.0,"Jackson, D'Marco CHI LB",NFC,1.1
Jul1 Sal,LB,146.0,"James, Shemar DAL LB",NFC,1.1
Jul1 Sal,LB,147.0,"James, Shemar DAL LB",AFC,1.1
Jul1 Sal,LB,148.0,"Jewell, Josey FA LB",NFC,1.1
Jul1 Sal,LB,149.0,"Landman, Nate LAR LB",NFC,1.1
Jul1 Sal,LB,150.0,"Liufau, Marist DAL LB",AFC,1.1
Jul1 Sal,LB,151.0,"Martin, Nick SFO LB",AFC,1.1
Jul1 Sal,LB,152.0,"Mauigoa, Francisco NYJ LB",NFC,1.1
Jul1 Sal,LB,153.0,"McDuffie, Isaiah GBP LB",NFC,1.1
Jul1 Sal,LB,154.0,"McDuffie, Isaiah GBP LB",AFC,1.1
Jul1 Sal,LB,155.0,"McFadden, Micah NYG LB",AFC,1.1
Jul1 Sal,LB,156.0,"Milano, Matt BUF LB",NFC,1.1
Jul1 Sal,LB,157.0,"Milano, Matt BUF LB",AFC,1.1
Jul1 Sal,LB,158.0,"Miller, Ventrell JAC LB",NFC,1.1
Jul1 Sal,LB,159.0,"Pace, Ivan MIN LB",NFC,1.1
Jul1 Sal,LB,160.0,"Pace, Ivan MIN LB",AFC,1.1
Jul1 Sal,LB,161.0,"Paul, Chris SEA LB",NFC,1.1
Jul1 Sal,LB,162.0,"Perryman, Denzel LAC LB",NFC,1.1
Jul1 Sal,LB,163.0,"Perryman, Denzel LAC LB",AFC,1.1
Jul1 Sal,LB,164.0,"Pratt, Germaine FA LB",NFC,1.1
Jul1 Sal,LB,165.0,"Reid, Winston CLE LB",AFC,1.1
Jul1 Sal,LB,166.0,"Roberts, Elandon LVR LB",AFC,1.1
Jul1 Sal,LB,167.0,"Rodriguez, Malcolm DET LB",NFC,1.1
Jul1 Sal,LB,168.0,"Rodriguez, Malcolm DET LB",AFC,1.1
Jul1 Sal,LB,169.0,"Rozeboom, Christian TBB LB",NFC,1.1
Jul1 Sal,LB,170.0,"Simon, Cody ARI LB",NFC,1.1
Jul1 Sal,LB,171.0,"Simpson, Trenton BAL LB",AFC,1.1
Jul1 Sal,LB,172.0,"Speed, E.J. HOU LB",AFC,1.1
Jul1 Sal,LB,173.0,"Speights, Omar LAR LB",AFC,1.1
Jul1 Sal,LB,174.0,"Strnad, Justin DEN LB",NFC,1.1
Jul1 Sal,LB,175.0,"Stutsman, Danny NOS LB",NFC,1.1
Jul1 Sal,LB,176.0,"Thomas, Drake SEA LB",AFC,1.1
Jul1 Sal,LB,177.0,"Thompson, Shaq BUF LB",AFC,1.1
Jul1 Sal,LB,178.0,"Tranquill, Drue KCC LB",AFC,1.1
Jul1 Sal,LB,179.0,"Trotter Jr., Jeremiah PHI LB",NFC,1.1
Jul1 Sal,LB,180.0,"White, Devin LVR LB",NFC,1.1
Jul1 Sal,LB,181.0,"White, Devin LVR LB",AFC,1.1
Jul1 Sal,LB,182.0,"Williams, Dorian BUF LB",NFC,1.1
Jul1 Sal,LB,183.0,"Wilson, Mack ARI LB",NFC,1.1
Jul1 Sal,LB,184.0,"Winters, Dee DAL LB",NFC,1.1
Jul1 Sal,LB,185.0,"Winters, Dee DAL LB",AFC,1.1
Jul1 Sal,LB,186.0,"Louis, Kyle MIA LB",NFC,1.04
Jul1 Sal,LB,187.0,"Simon, Cody ARI LB",AFC,1.04
Jul1 Sal,LB,188.0,"Buchanan, Teddye BAL LB",AFC,1.03
Jul1 Sal,LB,189.0,"Carter, Barrett CIN LB",AFC,1.03
Jul1 Sal,LB,190.0,"Knight, Tyrice SEA LB",AFC,1.03
Jul1 Sal,LB,191.0,"Rolder, Jimmy DET LB",AFC,1.02
Jul1 Sal,LB,192.0,"Perkins, Harold ATL LB",AFC,1.01
Jul1 Sal,LB,193.0,"Elarms-Orr, Kaleb BUF LB",AFC,1.0
Jul1 Sal,LB,194.0,"Jefferson, Justin CLE LB",AFC,1.0
Jul1 Sal,LB,195.0,"Boettcher, Bryce IND LB",AFC,0.99
Jul1 Sal,LB,196.0,"Buchanan, Teddye BAL LB",NFC,0.99
Jul1 Sal,LB,197.0,"Carter, Barrett CIN LB",NFC,0.99
Jul1 Sal,LB,198.0,"Kiser, Jack JAC LB",NFC,0.99
Jul1 Sal,LB,199.0,"Boettcher, Bryce IND LB",NFC,0.94
Jul1 Sal,LB,200.0,"Daniels, Kendal ATL LB",NFC,0.94
Jul1 Sal,LB,201.0,"Daniels, Kendal ATL LB",AFC,0.94
Jul1 Sal,LB,202.0,"Dugger, Jaden SFO LB",NFC,0.94
Jul1 Sal,LB,203.0,"Dugger, Jaden SFO LB",AFC,0.94
Jul1 Sal,LB,204.0,"Elarms-Orr, Kaleb BUF LB",NFC,0.94
Jul1 Sal,LB,205.0,"Elliott, Keyshaun CHI LB",NFC,0.94
Jul1 Sal,LB,206.0,"Elliott, Keyshaun CHI LB",AFC,0.94
Jul1 Sal,LB,207.0,"Hughes, Parker JAC LB",NFC,0.94
Jul1 Sal,LB,208.0,"Hughes, Parker JAC LB",AFC,0.94
Jul1 Sal,LB,209.0,"Jefferson, Justin CLE LB",NFC,0.94
Jul1 Sal,LB,210.0,"Kelly, Jack NYG LB",NFC,0.94
Jul1 Sal,LB,211.0,"Kelly, Jack NYG LB",AFC,0.94
Jul1 Sal,LB,212.0,"Kuwatch, Jackson CAR LB",NFC,0.94
Jul1 Sal,LB,213.0,"Lawson, Deontae PHI LB",NFC,0.94
Jul1 Sal,LB,214.0,"Lawson, Deontae PHI LB",AFC,0.94
Jul1 Sal,LB,215.0,"Louis, Kyle MIA LB",AFC,0.94
Jul1 Sal,LB,216.0,"Murdock, Red DEN LB",NFC,0.94
Jul1 Sal,LB,217.0,"Murdock, Red DEN LB",AFC,0.94
Jul1 Sal,LB,218.0,"Obiazor, Namdi NEP LB",NFC,0.94
Jul1 Sal,LB,219.0,"Obiazor, Namdi NEP LB",AFC,0.94
Jul1 Sal,LB,220.0,"Perkins, Harold ATL LB",NFC,0.94
Jul1 Sal,LB,221.0,"Rolder, Jimmy DET LB",NFC,0.94
Jul1 Sal,LB,222.0,"Woodaz, Wade HOU LB",NFC,0.94
Jul1 Sal,LB,223.0,"Woodaz, Wade HOU LB",AFC,0.94
Jul1 Sal,LB,224.0,"York, Taurean DEN LB",NFC,0.94
Jul1 Sal,CB,-1.0,,,7.5
Jul1 Sal,CB,0.0,,,7.19
Jul1 Sal,CB,1.0,"Bland, DaRon DAL CB",NFC,6.87
Jul1 Sal,CB,2.0,"Adebo, Paulson NYG CB",AFC,6.42
Jul1 Sal,CB,3.0,"Taylor, Alontae TEN CB",AFC,6.01
Jul1 Sal,CB,4.0,"Bland, DaRon DAL CB",AFC,5.88
Jul1 Sal,CB,5.0,"Campbell, Tyson CLE CB",AFC,5.1
Jul1 Sal,CB,6.0,"Jackson, Michael CAR CB",NFC,5.1
Jul1 Sal,CB,7.0,"Green, Renardo SFO CB",AFC,4.81
Jul1 Sal,CB,8.0,"Humphrey, Marlon BAL CB",NFC,4.28
Jul1 Sal,CB,9.0,"Stevenson, Tyrique CHI CB",NFC,4.2
Jul1 Sal,CB,10.0,"Stingley Jr., Derek HOU CB",AFC,4.2
Jul1 Sal,CB,11.0,"Jones, Jaylon IND CB",AFC,4.08
Jul1 Sal,CB,12.0,"Jones, Marcus NEP CB",NFC,3.99
Jul1 Sal,CB,13.0,"Jones, Marcus NEP CB",AFC,3.85
Jul1 Sal,CB,14.0,"Humphrey, Marlon BAL CB",AFC,3.8
Jul1 Sal,CB,15.0,"Gonzalez, Christian NEP CB",AFC,3.7
Jul1 Sal,CB,16.0,"Witherspoon, Devon SEA CB",NFC,3.7
Jul1 Sal,CB,17.0,"Witherspoon, Devon SEA CB",AFC,3.7
Jul1 Sal,CB,18.0,"McDuffie, Trent LAR CB",NFC,3.51
Jul1 Sal,CB,19.0,"Turner, DJ CIN CB",NFC,3.48
Jul1 Sal,CB,20.0,"Campbell, Tyson CLE CB",NFC,3.4
Jul1 Sal,CB,21.0,"Still, Tarheeb LAC CB",NFC,3.34
Jul1 Sal,CB,22.0,"Nixon, Keisean GBP CB",NFC,3.26
Jul1 Sal,CB,23.0,"Surtain II, Patrick DEN CB",AFC,3.15
Jul1 Sal,CB,24.0,"Horn, Jaycee CAR CB",AFC,3.14
Jul1 Sal,CB,25.0,"Murphy, Byron MIN CB",NFC,3.1
Jul1 Sal,CB,26.0,"Moore, Kenny FA CB",AFC,3.07
Jul1 Sal,CB,27.0,"Taylor, Alontae TEN CB",NFC,2.7
Jul1 Sal,CB,28.0,"Nixon, Keisean GBP CB",AFC,2.6
Jul1 Sal,CB,29.0,"Ramsey, Jalen PIT CB",NFC,2.6
Jul1 Sal,CB,30.0,"Wiggins, Nate BAL CB",NFC,2.57
Jul1 Sal,CB,31.0,"Watson, Jaylen LAR CB",NFC,2.5
Jul1 Sal,CB,32.0,"Ward, Charvarius IND CB",NFC,2.47
Jul1 Sal,CB,33.0,"Lenoir, Deommodore SFO CB",AFC,2.28
Jul1 Sal,CB,34.0,"Dean, Jamel PIT CB",NFC,2.25
Jul1 Sal,CB,35.0,"Stingley Jr., Derek HOU CB",NFC,2.25
Jul1 Sal,CB,36.0,"Davis, Carlton NEP CB",AFC,2.22
Jul1 Sal,CB,37.0,"Moss, Riley DEN CB",AFC,2.2
Jul1 Sal,CB,38.0,"Ramsey, Jalen PIT CB",AFC,2.2
Jul1 Sal,CB,39.0,"Robertson, Amik WAS CB",NFC,2.2
Jul1 Sal,CB,40.0,"Reed, D.J. DET CB",AFC,2.1
Jul1 Sal,CB,41.0,"Ward, Charvarius IND CB",AFC,2.09
Jul1 Sal,CB,42.0,"Lewis, Jourdan JAC CB",NFC,2.01
Jul1 Sal,CB,43.0,"Porter Jr., Joey PIT CB",NFC,2.01
Jul1 Sal,CB,44.0,"Adebo, Paulson NYG CB",NFC,2.0
Jul1 Sal,CB,45.0,"Davis, Carlton NEP CB",NFC,2.0
Jul1 Sal,CB,46.0,"Gardner, Sauce IND CB",NFC,2.0
Jul1 Sal,CB,47.0,"Gordon, Kyler CHI CB",AFC,2.0
Jul1 Sal,CB,48.0,"Green, Renardo SFO CB",NFC,2.0
Jul1 Sal,CB,49.0,"Hill, Daxton CIN CB",NFC,2.0
Jul1 Sal,CB,50.0,"Hill, Daxton CIN CB",AFC,2.0
Jul1 Sal,CB,51.0,"Horn, Jaycee CAR CB",NFC,2.0
Jul1 Sal,CB,52.0,"Johnson, Jaylon CHI CB",AFC,2.0
Jul1 Sal,CB,53.0,"McCollum, Zyon TBB CB",NFC,2.0
Jul1 Sal,CB,54.0,"McMillian, Ja'Quan DEN CB",NFC,2.0
Jul1 Sal,CB,55.0,"McMillian, Ja'Quan DEN CB",AFC,2.0
Jul1 Sal,CB,56.0,"Moss, Riley DEN CB",NFC,2.0
Jul1 Sal,CB,57.0,"Porter Jr., Joey PIT CB",AFC,2.0
Jul1 Sal,CB,58.0,"Reed, D.J. DET CB",NFC,2.0
Jul1 Sal,CB,59.0,"Stevenson, Tyrique CHI CB",AFC,2.0
Jul1 Sal,CB,60.0,"Surtain II, Patrick DEN CB",NFC,2.0
Jul1 Sal,CB,61.0,"Terrell, A.J. ATL CB",NFC,2.0
Jul1 Sal,CB,62.0,"Watson, Jaylen LAR CB",AFC,2.0
Jul1 Sal,CB,63.0,"Delane, Mansoor KCC CB",AFC,1.28
Jul1 Sal,CB,64.0,"DeJean, Cooper PHI CB",AFC,1.25
Jul1 Sal,CB,65.0,"Forbes, Emmanuel LAR CB",AFC,1.25
Jul1 Sal,CB,66.0,"DeJean, Cooper PHI CB",NFC,1.24
Jul1 Sal,CB,67.0,"Terrell, Avieon ATL CB",AFC,1.22
Jul1 Sal,CB,68.0,"Gonzalez, Christian NEP CB",NFC,1.21
Jul1 Sal,CB,69.0,"Mitchell, Quinyon PHI CB",NFC,1.21
Jul1 Sal,CB,70.0,"Ponds, D'Angelo NYJ CB",AFC,1.2
Jul1 Sal,CB,71.0,"Sainristil, Mike WAS CB",AFC,1.2
Jul1 Sal,CB,72.0,"Barron, Jahdae DEN CB",AFC,1.19
Jul1 Sal,CB,73.0,"Delane, Mansoor KCC CB",NFC,1.19
Jul1 Sal,CB,74.0,"Arnold, Terrion FA CB",AFC,1.18
Jul1 Sal,CB,75.0,"Barron, Jahdae DEN CB",NFC,1.18
Jul1 Sal,CB,76.0,"Banks, Deonte NYG CB",AFC,1.17
Jul1 Sal,CB,77.0,"Mitchell, Quinyon PHI CB",AFC,1.17
Jul1 Sal,CB,78.0,"Sainristil, Mike WAS CB",NFC,1.17
Jul1 Sal,CB,79.0,"Turner, DJ CIN CB",AFC,1.14
Jul1 Sal,CB,80.0,"Williams, Garrett ARI CB",AFC,1.14
Jul1 Sal,CB,81.0,"Hairston, Maxwell BUF CB",NFC,1.13
Jul1 Sal,CB,82.0,"Wiggins, Nate BAL CB",AFC,1.13
Jul1 Sal,CB,83.0,"Johnson, Chris MIA CB",NFC,1.12
Jul1 Sal,CB,84.0,"Johnson, Will ARI CB",AFC,1.12
Jul1 Sal,CB,85.0,"Hairston, Maxwell BUF CB",AFC,1.11
Jul1 Sal,CB,86.0,"Alford, Dee BUF CB",NFC,1.1
Jul1 Sal,CB,87.0,"Alford, Dee BUF CB",AFC,1.1
Jul1 Sal,CB,88.0,"Amos, Trey WAS CB",AFC,1.1
Jul1 Sal,CB,89.0,"Baker, Darrell MIA CB",AFC,1.1
Jul1 Sal,CB,90.0,"Banks, Deonte NYG CB",NFC,1.1
Jul1 Sal,CB,91.0,"Benford, Christian BUF CB",NFC,1.1
Jul1 Sal,CB,92.0,"Benford, Christian BUF CB",AFC,1.1
Jul1 Sal,CB,93.0,"Blackmon, Mekhi IND CB",NFC,1.1
Jul1 Sal,CB,94.0,"Brown, Montaric JAC CB",NFC,1.1
Jul1 Sal,CB,95.0,"Brown, Montaric JAC CB",AFC,1.1
Jul1 Sal,CB,96.0,"Brownlee, Jarvis NYJ CB",NFC,1.1
Jul1 Sal,CB,97.0,"Brownlee, Jarvis NYJ CB",AFC,1.1
Jul1 Sal,CB,98.0,"Burke, Denzel ARI CB",NFC,1.1
Jul1 Sal,CB,99.0,"Burke, Denzel ARI CB",AFC,1.1
Jul1 Sal,CB,100.0,"Dean, Jamel PIT CB",AFC,1.1
Jul1 Sal,CB,101.0,"Diggs, Trevon FA CB",NFC,1.1
Jul1 Sal,CB,102.0,"Douglas, Rasul WAS CB",NFC,1.1
Jul1 Sal,CB,103.0,"Duck, Storm MIA CB",NFC,1.1
Jul1 Sal,CB,104.0,"Durant, Decobie DAL CB",NFC,1.1
Jul1 Sal,CB,105.0,"Durant, Decobie DAL CB",AFC,1.1
Jul1 Sal,CB,106.0,"Echols, Brandin PIT CB",NFC,1.1
Jul1 Sal,CB,107.0,"Flott, Cordale TEN CB",NFC,1.1
Jul1 Sal,CB,108.0,"Flott, Cordale TEN CB",AFC,1.1
Jul1 Sal,CB,109.0,"Forbes, Emmanuel LAR CB",NFC,1.1
Jul1 Sal,CB,110.0,"Fulton, Kristian KCC CB",NFC,1.1
Jul1 Sal,CB,111.0,"Fulton, Kristian KCC CB",AFC,1.1
Jul1 Sal,CB,112.0,"Gardner, Sauce IND CB",AFC,1.1
Jul1 Sal,CB,113.0,"Gordon, Kyler CHI CB",NFC,1.1
Jul1 Sal,CB,114.0,"Harris, Marcus TEN CB",NFC,1.1
Jul1 Sal,CB,115.0,"Harris, Marcus TEN CB",AFC,1.1
Jul1 Sal,CB,116.0,"Hart, Cam LAC CB",NFC,1.1
Jul1 Sal,CB,117.0,"Hobbs, Nate SFO CB",NFC,1.1
Jul1 Sal,CB,118.0,"Hughes, Mike ATL CB",NFC,1.1
Jul1 Sal,CB,119.0,"Jackson, Adoree PHI CB",AFC,1.1
Jul1 Sal,CB,120.0,"Jackson, Donte LAC CB",NFC,1.1
Jul1 Sal,CB,121.0,"Jackson, Donte LAC CB",AFC,1.1
Jul1 Sal,CB,122.0,"Jackson, Michael CAR CB",AFC,1.1
Jul1 Sal,CB,123.0,"Jobe, Josh SEA CB",NFC,1.1
Jul1 Sal,CB,124.0,"Jobe, Josh SEA CB",AFC,1.1
Jul1 Sal,CB,125.0,"Johnson, Chris MIA CB",AFC,1.1
Jul1 Sal,CB,126.0,"Johnson, Jaylon CHI CB",NFC,1.1
Jul1 Sal,CB,127.0,"Johnson, Taron LVR CB",NFC,1.1
Jul1 Sal,CB,128.0,"Jones, Jack SFO CB",NFC,1.1
Jul1 Sal,CB,129.0,"Jones, Jack SFO CB",AFC,1.1
Jul1 Sal,CB,130.0,"Jones, Jarrian JAC CB",NFC,1.1
Jul1 Sal,CB,131.0,"Jones, Jarrian JAC CB",AFC,1.1
Jul1 Sal,CB,132.0,"Jones, Jaylon IND CB",NFC,1.1
Jul1 Sal,CB,133.0,"Kohou, Kader KCC CB",NFC,1.1
Jul1 Sal,CB,134.0,"Lenoir, Deommodore SFO CB",NFC,1.1
Jul1 Sal,CB,135.0,"Lewis, Jourdan JAC CB",AFC,1.1
